,Unnamed: 0_x,business_id,name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,hours,Unnamed: 0_y,review_id,user_id,stars_y,useful,funny,cool,text,date
4254,12424,avEtcSYtMMHdP2As_WYZzQ,Spiritos Italian Grocery,228 W Main St,Collinsville,IL,62234,38.669713,-89.988223,4.5,11,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Caters': 'False'}","Grocery, Food","{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-14:0'}",431,09wkzBuCKKR9O40T-GV5vw,wbSrNIqPtEWKgI9Bkf5Dvw,5.0,4,0,1,"Great Italian Grocery! Staff/Owners are the best and friendliest people imaginable. Come in early and great a sandwich, they can't be beet for lunch.",2013-02-24 06:06:50
4265,12471,iKeEhlGU9R8vUchNwF5__Q,Dewey's Pizza,112 E Vandalia St,Edwardsville,IL,62025,38.811217402,-89.95486671719999,4.5,135,1,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'DogsAllowed': 'False', 'Caters': 'False', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Pizza, Italian, Salad, Gluten-Free","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '16:0-21:0'}",75,mvJZoHm2KsCCNxAwUeAZew,k1ush1Wqn77_17dBkhlm4g,1.0,1,1,1,Stood in line and were ignored. The host proceeded to seat his friends who were clearly standing behind us before asking if we had been helped.,2018-03-23 22:45:45
4407,12491,YGne9VxZ2iR2Em0h8r-RYQ,CarMax,1254 Central Park Dr,O'Fallon,IL,62269,38.5812229359,-89.9370448433,4.5,7,1,{'BusinessAcceptsCreditCards': 'True'},"Car Buyers, Automotive, Used Car Dealers, Car Dealers","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '9:0-19:0'}",2287,tDmymtxO_arSJiP_fcg53w,BktVtuJ709DpdSg8BO2zNA,5.0,0,0,0,"This was our first time buying a car from Carmax (we had previously sold a car to a different Carmax).  After locating the car we wanted in Georgia via the website and having it shipped to the O'Fallon location, inspecting and test driving it went smoothly. The purchase process was relatively painless and we were soon in the car and on our way home. Thanks to Jennifer and the rest of the crew for making it a successful transaction. We had a couple of issues with the car that were quickly resolved by the service department under the 30 day warranty. Overall, we're very happy with the entire experience and would recommend Carmax to friends and family in the future.",2018-12-24 19:33:26
4414,12643,-TXzt6mq9ZgAeMpBr19qPQ,Mr. Appliance of Mid America,"815 Lincoln Hwy, Ste 101",Fairview Heights,IL,62208,38.5931677707,-89.97316420930001,4.0,9,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Local Services, Appliances & Repair","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}",2065,5lmCMYDWEUwnT8NJ2pIQ0g,2sVjtm813k5OcAmmAdKw0w,5.0,0,0,0,Chad runs a World-Class Operation ... This is a Family Owned & Run Business that treats ALL of their customers as Family! ... Chad & his technicians stand behind their work & will do everything they can to get your appliances up & running again.  I Highly Recommend Mr Appliance of Midamerica to ALL my Friends & Family in StL Metroeast.,2019-02-27 15:27:54
4425,12736,B4SpV2QBAAW9-2bVS3__Mg,Amer Legion Post 199,58 S State Route 157,Edwardsville,IL,62025,38.8060516536,-89.96622438290001,3.5,5,1,"{'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': 'None', 'WiFi': ""u'free'"", 'BikeParking': 'True'}","Event Planning & Services, Venues & Event Spaces, Active Life, Golf","{'Monday': '8:0-0:0', 'Tuesday': '8:0-0:0', 'Wednesday': '8:0-0:0', 'Thursday': '8:0-0:0', 'Friday': '8:0-0:0', 'Saturday': '8:0-0:0', 'Sunday': '8:0-0:0'}",1187,DobsiLqkqwu1ZU0ud9prZg,S-RWkb2pNaZMUw8ydqR3xg,5.0,0,0,0,"Up the little drive off the main road is a bar open to the public. We got cold beers and pub chips that were really tasty. You cannot beat the prices. This is a nice home town bar with the NFL games on, a good vibe and a nice view outside. I also went to bingo on Monday. The hall there is big. Bingo was fun and run well. Such nice people working it. When I am in town again I'll go back!",2018-01-20 16:07:24
4430,12932,hr5xn72O1JGig3R_P9w0KQ,Loomy's,9070 State Rt 162,Troy,IL,62294,38.7183100177,-89.8439799249,4.0,22,0,"{'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'HasTV': 'False'}","American (New), Restaurants",,154,RxbSFwLrR3059TXyqFgPFA,YRYz733Q50xWII_U6ncctw,3.0,0,0,0,"First time trying this place. I was expecting a awesome burger, alas it was not to be. It was tasty but it was like a Steak-n-Shake burger. Not what I expected. The side order was not as plentiful as believed it should have been. Not much seating on the inside, I had to sit outdoors. Willing to give it another chance, I just think it was overrated.",2013-10-04 14:40:22
4453,12936,u-J0KlnZ0zivY1kIQZH9lw,TruGreen Lawn Care,100 Green Park Dr,Collinsville,IL,62234,38.6835034021,-90.002375821,1.5,7,1,{'BusinessAcceptsCreditCards': 'True'},"Home & Garden, Shopping, Landscaping, Lawn Services, Tree Services, Nurseries & Gardening, Home Services, Gardeners","{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '9:0-12:0'}",410,pEw6Pm7dO4AkLA7ISF78TQ,E3KL1pz76rsRjaz2p_zK5A,1.0,2,0,0,If I could get this company zero it would rank zero. They do not seem to understand I would like to be coordinated in advance for my lawn service scheduling so I can lock dogs in the house. Their customer service sucks!  I will cancel this program and request a refund. If I do not receive that I will take it up with the BBB and corporate trugreen headquarters.  I have made this request three times and all three times they have failed to coordinate in advance.  Three strikes and they are out!,2016-07-05 22:53:32
4461,12943,M6HLdXfSf9Zpj1y8xxfimg,Burger King,1301 E Chain Of Rocks Rd,Pontoon Beach,IL,62040,38.7616233,-90.0659561,1.5,8,1,"{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'False'}","Fast Food, Restaurants, Burgers","{'Monday': '6:0-2:0', 'Tuesday': '6:0-2:0', 'Wednesday': '6:0-2:0', 'Thursday': '6:0-2:0', 'Friday': '7:0-20:0', 'Saturday': '10:30-2:0', 'Sunday': '6:0-2:0'}",2775,cyVpUZ6c48k6rl8_WFQzjw,2__RlTgX8sN1yCOJXQ8Fyg,1.0,0,0,0,Despite the website schedule in the building signage when I arrived about 25 minutes ago to get breakfast I was told at the drive-through that they would be closed for the next 20 minutes. This is supposed to be a 24 hour business... I will be calling the 1800 number to inquire about this.,2020-03-07 10:06:26
4469,12951,x9CkJI3evO1AmnoTmC6dmA,Foley's Tavern,7714 W Main,Belleville,IL,62223,38.5626746,-90.04793240000001,3.0,5,1,{'HasTV': 'True'},"Bars, Pubs, Nightlife",,982,EUL9qpoz4xzkIr40AHz6mA,5TlSxXPQPUrFHfDv_jil-A,3.0,0,1,0,"Although known as an Irish Bar, the only thing Irish about this place is that my family was in here last night drinking them out alcohol. I am a firm believer that the venue is never as important as the company you are with, and this was definitely the case last night. You could have dropped off our crew in a cornfield last night and it would have been a blast.

So anyway, what do you say about this stinky bar.........shuffle board table, dart boards, golden tee, good juke box and plenty of cold beer. No food, no pomp and some rough looking characters that seem like they come daily and drink their fill. Two guys made a point to come try and start a fight with someone from our table throughout the evening, which was comical considering the collective sizes and temperaments.

End of the day, tread carefully at Foley's....its my kind of bar.",2012-07-08 18:40:42
4474,13004,SjJOV-PB8E1Wlhjm2g1oNw,St. Louis Bread,"1837 Homer Adams Pkwy, Ste B",Alton,IL,62002,38.916351408699995,-90.1616976894,3.0,23,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'HasTV': 'True', 'DriveThru': 'True', 'BikeParking': 'True'}","Food, Soup, Breakfast & Brunch, Bagels, Salad, American (New), Sandwiches, Restaurants","{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-20:0'}",308,lkqx0KRpwch6oH2N91-BCw,1rgNnsNsdHF8hyf8qUGCLw,1.0,1,0,0,"I'm a big fan of St Louis Bread Co, but the experience I had this morning was horrible. I stopped by the drive thru since l was on a tight schedule. With one person in front of me, it still took ten minutes to reach the window. I then was told the computer was down and being rebooted. Five minutes or so later, still nothing. Eventually another worker opens the window and says she's re-ringing the order but not charging me for the frozen mocha (I never ordered a frozen mocha). She finally found our sandwich, which I paid full price for. It was cold, hard, burnt, and made incorrectly... I didn't have time to complain since I was late and there were about 7 cars behind me by then. I'll never be going back to this location.",2015-05-30 15:20:20
4499,13059,ELBspgyb2kFe4pGHTjjNrA,Tip Top Nails,6411 N Illinois St,Fairview Heights,IL,62208,38.592141,-89.9855235,3.0,17,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'WiFi': ""u'no'"", 'BusinessAcceptsBitcoin': 'False'}","Beauty & Spas, Nail Salons","{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:30-19:30'}",124,j977snKnFhsBD0WJRJ-JPQ,YMO5Nxb_IWJgCrxlkE9yLQ,1.0,0,2,0,"I will never go back there again. I decided last minute to get a silkwrap instead of just a manicure. I'm not really a nail person, I get my nails done maybe once a month. I tried to explain to her how I wanted them done, which was kind of hard because of the language barrier. I don't like the fake plastic tip because they damage your real nail. I watched several Youtube videos on how a silkwrap was a better alternative. Anyway because I wanted a little length to my nails she was going to use the plastic tips. I told her no, and I explained to her why. She said so you want to use your own nail, I said yes. Long story short and $35 later I have a regular manicure. When I saw how short she was filing the nail (which was my own nails length), I asked her what she was doing. She stated this is how its done and there was nothing else she could do since I didn't want the tips. So even though I was unsatisfied with her service I tip her anyway. I guess she was unhappy with the tip and after she finished painting my nails, she had me dry them using the mini fan at her station. Normally they take you to the drying station. And I was supposed to receive another service, but she started work on someone else. By this time I'm livid; I grab my things and left. I was able to find another place to get my eye brows done (Brown Spa; which they did an excellent job and was very polite). I asked the tech about silkwraps and she confirmed what I though. She also told me she never goes to Tip Top Nails ""they're terrible"".
I was able to find the Youtube video, so I went back to Tip Top Nails and show it to her. She said they don't do it like that, and that if I showed her the video before she would have told me no. They refused to do my nails the way I wanted them, and refused to give me a refund.
I'm a stay at home mom so I don't get many days to myself, and it pisses me off that this chick messed up my day.
Save yourself some money and go to a different salon. The Tip Top Nail Salon in the Galleria Mall (Brentwood, MO) is so much better.",2012-11-09 03:34:57
4517,13160,_ic0Q-ptC259Kpu8lIWxTw,Gia's Pizza,102 W State St,O Fallon,IL,62269,38.5924645,-89.9112149,3.5,96,1,"{'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'""}","Restaurants, Pizza","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",17,wufxE9PkrB4wkOZakUhlnQ,O37iAgbcUKlvODLtGqk9fg,5.0,0,0,0,"We love, love, love Gia's! Consistently great service. The pizza is delicious. As their standard crust is thin St. Louis style, we prefer the thick crust, which is more like a typical pan pizza. The sauce is slightly sweet, so good. We love the BLT and the Gia's house salad- which feeds at least two. We hope to keep eating there for years.",2015-03-05 02:53:36
4616,13233,IwAjIgI74YVg23pZC4shMQ,McDill's Irish Pub,334 Saint Louis Rd,Collinsville,IL,62234,38.6634115,-89.9983921,4.5,20,1,"{'RestaurantsDelivery': 'False', 'HappyHour': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'False', 'Ambience': ""{u'divey': None, u'hipster': False, u'casual': None, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': None}"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': True, u'validated': False}"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'Music': ""{u'dj': None, u'live': False, u'jukebox': None, u'video': False, u'background_music': False, u'karaoke': None, u'no_music': False}"", 'HasTV': 'True'}","Bars, American (Traditional), Restaurants, Dive Bars, Nightlife, Irish Pub","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-1:0'}",426,TSZvu18C0yt2RVT2iQgRag,Q9dusaOOko1fPGAWeKS9lw,4.0,0,0,0,"A dive bar with a huge selection of whisky and draft beer. Headed out for an evening of Blues playoff hockey, Cards baseball and a UFC fight. McDill's had us covered!  Plenty of TV's and the staff were accommodating to everyone's watching needs. The bartenders were on point with drinks and food orders. 
Speaking of food, this menu has locally sourced items.  All bread and buns are specially made from the bakery across the street!  The onions, tomatoes and lettuce are purchased from the Collinsville farmers market.  I ordered the Irish burger!  A huge beef patty cooked to perfection and covered in Guinness soaked onions. The pulled pork was smoked in house and offered complex flavors.  The ribeye sandwich was delicious and HUGE!  So much food and drink and so little time. I'll be returning soon as I've heard great things about the reuben sandwich.",2016-04-24 13:48:07
4637,13313,1CCaaunP7_hKs7wXSSJsKA,Holiday Inn Express & Suites O'Fallon/Shiloh,3396 Green Mount Crossing Dr,Shiloh,IL,62269,38.5739935796,-89.9219750315,3.0,25,1,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels, Venues & Event Spaces, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",175,MTbELOrS1SiWbNWl9z4efg,MesbGnLAodBkLD0bRB6L1Q,5.0,0,0,0,The beds are comfortable. The motel is very clean.  The staff is very friendly.  The cook really has really done an amazing job.    He made us to feel very welcome.,2018-09-16 13:32:14
4662,13336,zQfNWk5gBDO_eoKj7aAvYQ,Advantage Maytag,1010 Saint Louis Rd,Collinsville,IL,62234,38.65848,-90.008843,1.5,7,1,{'BusinessAcceptsCreditCards': 'True'},"Contractors, Local Services, Shopping, Home & Garden, Home Services, Appliances & Repair, Appliances","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-14:0'}",1040,y9LYIwQY-dZrf3JsHlPYoQ,azl83o4XwZY7W0yzWbzGzw,1.0,0,0,0,"If I could give them a negative star I would. This company is the worst I have ever dealt with.  I recommend you not to even waist your time calling this company. We had a refrigerator break down, it ended up being a compressor. Called  Advantage Maytag on a Monday morning and they sent a technician out on Wednsday. We were charged $68.00 for the call out just to have them to tell us they would order a compressor for us and it would take two weeks or more for them to recieve it. We still have not heard anything back from them, I even tried to call them, but no one answered. 
Lucky for us, I followed my gut instinct and called Mr. Appliance a few days later and got the work done in a few days. In todays technological advanced world, what takes two weeks?  I understand if the refrigerator was ten years old or more, but this unit is only two years old and it is an LG. 
Anyways the compressor came in the next day from Mr. Appliance, the same one Advantage was saying two weeks.  Again, if you do business with this company, don't say you have not been warned.  I truly believe companies like this should just shut their doors, we do not have the time for their bad business practices.",2018-06-03 17:50:29
4669,13356,D1FGfurRUbHTkuN4sp10_A,Hardee's,1099 Edwardsville Rd,Wood River,IL,62095,38.8643718494,-90.07938940000001,2.5,5,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'DriveThru': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True'}","Restaurants, Fast Food, Burgers, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1601,9Pdma26G9PWMlMKl3r9UHg,pZ__zG_U9t2RsX5_2olPVA,1.0,1,0,0,Slowest place ever!!! Took over 15 minutes in the drive thru and they weren't busy!!,2014-08-30 02:36:31
4674,13367,1EuzreCBwlq-HkjVKTi7Ug,CARSTAR Maryville,1 Mueller Dr,Maryville,IL,62062,38.7307155,-89.957963,4.5,9,1,{'BusinessAcceptsCreditCards': 'True'},"Auto Repair, Auto Detailing, Towing, Auto Glass Services, Body Shops, Roadside Assistance, Automotive, Windshield Installation & Repair","{'Monday': '0:0-0:0', 'Tuesday': '7:0-17:30', 'Wednesday': '7:0-17:30', 'Thursday': '7:0-17:30', 'Friday': '7:0-17:30'}",2508,3PWmQnjtohvqkz5lUEs-HQ,u3n2ERk__lQebLgKAcQN4w,5.0,0,0,0,This place is the absolute best!!! The customer service is exceptional and I will be recommending to all my friends and family. Keep up the above and beyond service!!!,2020-02-07 21:44:58
4683,13384,Vxqa8u_5RD5e7oBqdaU0yQ,Ulta Beauty,6621 N Illinois St,Fairview Heights,IL,62208,38.596645,-89.9873485,3.5,13,1,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'BikeParking': 'True'}","Shopping, Beauty & Spas, Cosmetics & Beauty Supply, Skin Care, Hair Salons","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-20:0'}",61,UakWnaL9Gdmj0EkCB6bjYQ,gY_48U0zUoYDia92QYgLuA,5.0,2,1,1,"I went to the salon for a hair cut and Meghan was my stylist. She did an ABSOLUTELY amazing job and was full of personality. I got a wash, cut, and blow out all for $27 bucks because it was my first time! I also got a coupon to come back for 20% off anything I have done in the salon which I will be redeeming later this month. I am very excited to find a great salon that is near my house & doesn't cost a million dollars to get something done. 

I have been here for the Benefit Brow Bar as well which I HIGHLY RECOMMEND, if you want your brows to look amazing - it is the best place you can go . I trust them with my life. 

I really can't say anything negative about Ulta. I am surprised at the ""rude customer service"" complaint because I have only experienced the best here. (plus there is always a coupon so I really REALLY love this place).

OK bye!",2015-02-02 16:26:01
4696,13409,X22o8PzlUmgh9KVjuoigtw,Al's Transmission,210 E Linden St,Edwardsville,IL,62025,38.806651,-89.9526260117,5.0,9,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True'}","Automotive, Auto Parts & Supplies, Transmission Repair, Auto Repair","{'Monday': '0:0-0:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}",3047,3f4_9tSsII4PJe-6aiD8fQ,_DoVlK6UykhVFdfkvPM9AA,5.0,0,0,0,"These guys got me in right away and were totally honest with me. I was told from a different repair shop that my car was leaking transmission fluid.  Took it to Als and it wasnt my transmission at all.  It was oil.  They were a little high on their price compared to some other shops, but their honesty about what was wrong was worth its wait in gold.",2021-02-27 15:09:39
4705,13454,54E5Uiv7ftMLs7rN0765yQ,ATI Physical Therapy,"1000 Eleven S, Ste 1B",Columbia,IL,62236,38.458505,-90.2236,2.0,6,1,{'ByAppointmentOnly': 'True'},"Occupational Therapy, Rehabilitation Center, Doctors, Sports Medicine, Health & Medical, Physical Therapy","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0'}",2127,v7HxloY2MicjFz3zfFmhWg,th_t7aq87x6UxjEQLbXeOQ,1.0,10,0,0,"Short summary:
This place overbooks to get as many patients in as possible. I did not get quality care and was often forgotten about while there for my four visits. In contrast I have had two very positive experiences with Performance Physical Therapy over the years. I can't say much about the other ATI therapists or ATI branches, but I know where I'm going from now on. 

Detail: 
Picked this place because of the convenient location. What a mistake that was. I went here for four visits before I decided it was not worth my time or money.  Red flags from the first visit. I worked with Jeff and Nicki. Both nice people, but unfortunately unable to give me enough time for care. They were usually juggling 3-4 patients at the same time slot, meaning I spent a lot of time waiting around for the next instructions. A couple other times, Jeff had phone calls double booked with my time, so I didn't even get to see him or get to ask questions. Yet they always made sure I got the laser treatment, which I suspect may have been another way to bill more $ from my insurance. On the other hand I'm now at Performance for the same issue. From day 1 I got 1 on 1 uninterrupted care from someone who took more time to evaluate and answer questions. I went to performance 2 yrs ago for a back issue and had the exact same kind of good experience. Definitely worth the longer drive.",2014-11-14 02:40:48
4711,13511,Tl-dTxLtEIC6iZgbEWzQeg,Walmart Supercenter,2608 Green Mount Commons Dr,Belleville,IL,62221,38.5221086,-89.9230004,2.5,26,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'False'}","Drugstores, Grocery, Discount Store, Mobile Phones, Department Stores, Shopping, Fashion, Food, Electronics","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",644,xReKbuUwCJo_9r7McAHXQg,2KZbPiMPjaosT1koRwpj8Q,4.0,1,0,3,"who doesn't like Walmart! crazies! ill sometimes go here for groceries, produce isn't too bad, not the best, but it will do, everything is pretty well priced, and this Walmart is usually fully stocked and clean for Walmart! things seem to be in the right places most of the time.

The employees always seem friendly and helpful to me, although by now i pretty much can walk Walmart blindfolded and get what i need so i rarely ask questions

overall a good place to shop here at the El' Walmarto!",2012-03-12 17:26:25
4738,13538,AQYisVZ_oxcvwJwT3rzzVw,The August Garden/Revival,1300 Niedringhaus Ave,Granite City,IL,62040,38.701448799999994,-90.15056120000001,4.5,6,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'None', 'BikeParking': 'False'}","Florists, Shopping, Flowers & Gifts","{'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-17:0'}",2187,vf1h73Nn64olDxTVOiroPQ,AOH2yQqL_xF5y1UR9uAUxw,5.0,0,0,0,I love this florist. I love their work. It's my go to florist and it's reasonable as well as creative. The flowers are beautiful and fresh. The designs are unique as well.,2019-05-13 23:14:41
